,index,school,early,mid,major
1480,5,Eastern Illinois University,45900,89700,social-sciences
1481,6,University of South Dakota,51600,89700,social-sciences
1482,7,Stephen F Austin State University,48600,89700,social-sciences
1483,8,University of North Texas,49800,89500,social-sciences
1484,9,University of Miami,59600,89400,social-sciences
1485,10,Illinois State University,48600,89400,social-sciences
1486,11,Southern Oregon University,44800,89300,social-sciences
1487,12,Xavier University,54400,89300,social-sciences
1488,13,University of Alaska Fairbanks,49000,89300,social-sciences
1489,14,Bellarmine University,46100,89300,social-sciences
1490,15,Merrimack College,50800,89300,social-sciences
1491,16,University of Houston-Clear Lake,45500,89200,social-sciences
1492,17,Indiana University of Pennsylvania-Main Campus,49700,89200,social-sciences
1493,18,National University,47400,89200,social-sciences
1494,19,California Lutheran University,52200,89200,social-sciences
1495,20,Minnesota State University-Mankato,49200,89100,social-sciences
1496,21,CUNY Lehman College,45200,89000,social-sciences
1497,22,Bradley University,53400,89000,social-sciences
1498,23,Southern Illinois University-Carbondale,49800,88900,social-sciences
1499,24,Clarion University of Pennsylvania,43900,88800,social-sciences
1500,0,Suffolk University,55000,88800,social-sciences
1501,1,Nicholls State University,35500,88800,social-sciences
1502,2,Mills College,57400,88800,social-sciences
1503,3,Rosemont College,50600,88600,social-sciences
1504,4,Spelman College,58600,88600,social-sciences
1505,5,Greenville University,51500,88500,social-sciences
1506,6,Ohio State University-Main Campus,52700,88500,social-sciences
1507,7,Radford University,47800,88500,social-sciences
1508,8,California State University-San Marcos,50600,88500,social-sciences
1509,9,Augustana College,46000,88400,social-sciences
1510,10,Marietta College,45000,88400,social-sciences
1511,11,Oklahoma State University-Main Campus,50100,88400,social-sciences
1512,12,California State University-Los Angeles,48000,88300,social-sciences
1513,13,Westfield State University,52100,88300,social-sciences
1514,14,CUNY New York City College of Technology,45100,88300,social-sciences
1515,15,University of Missouri-Kansas City,47800,88100,social-sciences
1516,16,College of Staten Island CUNY,53500,88100,social-sciences
1517,17,University of Rhode Island,52000,88100,social-sciences
1518,18,Rochester Institute of Technology,54200,88000,social-sciences
1519,19,Temple University,52300,88000,social-sciences
1520,20,Grove City College,52000,87900,social-sciences
1521,21,University of Houston,53600,87900,social-sciences
1522,22,Saint Xavier University,44700,87900,social-sciences
1523,23,Kansas State University,49200,87900,social-sciences
1524,24,Hope College,49600,87900,social-sciences
1525,0,Utica College,47900,87900,social-sciences
1526,1,Hanover College,51600,87700,social-sciences
1527,2,University of Colorado Denver/Anschutz Medical Campus,51000,87700,social-sciences
1528,3,Berry College,44000,87600,social-sciences
1529,4,Adelphi University,45700,87600,social-sciences
1530,5,Alfred University,45600,87600,social-sciences
1531,6,Simpson College,49400,87500,social-sciences
1532,7,West Chester University of Pennsylvania,49300,87500,social-sciences
1533,8,Eastern Washington University,48500,87500,social-sciences
1534,9,Texas State University,49900,87400,social-sciences
1535,10,Iowa State University,52000,87300,social-sciences
1536,11,University of Scranton,52200,87300,social-sciences
1537,12,The University of Tennessee-Knoxville,49500,87300,social-sciences
1538,13,Quinnipiac University,54700,87300,social-sciences
1539,14,Vanguard University of Southern California,50800,87200,social-sciences
1540,15,Frostburg State University,49300,87200,social-sciences
1541,16,Juniata College,51100,87200,social-sciences
1542,17,University of Wisconsin-Whitewater,47900,87200,social-sciences
1543,18,Western Illinois University,44000,87100,social-sciences
1544,19,Texas A&M University-Texarkana,45600,87100,social-sciences
1545,20,University of South Carolina-Columbia,49600,87100,social-sciences
1546,21,University of Kentucky,49400,87000,social-sciences
1547,22,Fairleigh Dickinson University-Metropolitan Campus,51300,86900,social-sciences
1548,23,St. Joseph's College-New York,46200,86900,social-sciences
1549,24,Central Connecticut State University,49600,86700,social-sciences
1550,0,Eastern Connecticut State University,51400,86700,social-sciences
1551,1,Pfeiffer University,45300,86700,social-sciences
1552,2,Texas A & M University-Commerce,40500,86700,social-sciences
1553,3,Pittsburg State University,43200,86600,social-sciences
1554,4,University of St Francis,44300,86600,social-sciences
1555,5,Monmouth University,50500,86500,social-sciences
1556,6,University of Bridgeport,45800,86400,social-sciences
1557,7,Nebraska Wesleyan University,49000,86400,social-sciences
1558,8,University of Wisconsin-Milwaukee,48700,86400,social-sciences
1559,9,New York Institute of Technology,50100,86200,social-sciences
1560,10,Waynesburg University,49100,86200,social-sciences
1561,11,Illinois College,45800,86200,social-sciences
1562,12,Ripon College,47200,86100,social-sciences
1563,13,North Dakota State University-Main Campus,47100,86100,social-sciences
1564,14,University of Nebraska at Kearney,45000,86000,social-sciences
1565,15,University of Tulsa,46600,86000,social-sciences
1566,16,Carroll University,45000,85900,social-sciences
1567,17,High Point University,50300,85800,social-sciences
1568,18,Salve Regina University,52100,85800,social-sciences
1569,19,Westminster College (Utah),49500,85700,social-sciences
1570,20,West Virginia University,50500,85700,social-sciences
1571,21,William Paterson University of New Jersey,48000,85600,social-sciences
1572,22,University of Nebraska at Omaha,47800,85500,social-sciences
1573,23,Saint Cloud State University,49200,85400,social-sciences
1574,24,SUNY at Fredonia,46200,85400,social-sciences
1575,0,Texas Tech University,51700,85400,social-sciences
1576,1,Belmont University,53900,85300,social-sciences
1577,2,Florida Southern College,49000,85200,social-sciences
1578,3,Thomas Edison State University,53700,85200,social-sciences
1579,4,Lamar University,46800,85200,social-sciences
1580,5,University of Wisconsin-Stout,47400,85200,social-sciences
1581,6,Western Michigan University,46300,85100,social-sciences
1582,7,Roger Williams University,50900,85000,social-sciences
1583,8,Saint Louis University,51500,84900,social-sciences
1584,9,SUNY Buffalo State,43700,84900,social-sciences
1585,10,University of Louisiana at Lafayette,42300,84800,social-sciences
1586,11,Augsburg University,47700,84800,social-sciences
1587,12,Luther College,49300,84700,social-sciences
1588,13,University of Cincinnati-Main Campus,49300,84700,social-sciences
1589,14,Stockton University,45600,84600,social-sciences
1590,15,Georgia State University,49000,84600,social-sciences
1591,16,Heidelberg University,45200,84500,social-sciences
1592,17,University of Alaska Anchorage,50600,84400,social-sciences
1593,18,Barry University,46400,84400,social-sciences
1594,19,Ramapo College of New Jersey,46600,84400,social-sciences
1595,20,Elmira College,44600,84300,social-sciences
1596,21,California State University-Dominguez Hills,46200,84200,social-sciences
1597,22,Simmons University,51000,84200,social-sciences
1598,23,Whitworth University,49000,84100,social-sciences
1599,24,University of Maine,52600,84100,social-sciences
1600,0,California State University-Stanislaus,49000,84100,social-sciences
1601,1,Regis University,51100,84000,social-sciences
1602,2,University of Michigan-Dearborn,45500,84000,social-sciences
1603,3,Otterbein University,52100,84000,social-sciences
1604,4,Carthage College,49400,84000,social-sciences
1605,5,Eckerd College,50700,83900,social-sciences
1606,6,University of Wisconsin-Platteville,45100,83900,social-sciences
1607,7,Loyola University New Orleans,47000,83800,social-sciences
1608,8,Lewis University,50200,83800,social-sciences
1609,9,University of Southern Maine,44900,83700,social-sciences
1610,10,Bowling Green State University-Main Campus,46400,83700,social-sciences
1611,11,University of Wisconsin-Stevens Point,46100,83700,social-sciences
1612,12,Fisk University,42300,83600,social-sciences
1613,13,University of Wyoming,47900,83600,social-sciences
1614,14,The University of Texas at Dallas,53300,83500,social-sciences
1615,15,Rhode Island College,47100,83500,social-sciences
1616,16,Wells College,45700,83500,social-sciences
1617,17,Western Colorado University,47900,83500,social-sciences
1618,18,Doane University,47200,83400,social-sciences
1619,19,Russell Sage College,40700,83400,social-sciences
1620,20,SUNY College at Plattsburgh,41500,83400,social-sciences
1621,21,University of North Carolina at Charlotte,47300,83400,social-sciences
1622,22,University of Alabama in Huntsville,50400,83300,social-sciences
1623,23,Salem State University,45900,83300,social-sciences
1624,24,Missouri State University-Springfield,41400,83100,social-sciences
1625,0,University of Pittsburgh-Johnstown,48700,83000,social-sciences
1626,1,SUNY College of Environmental Science and Forestry,49100,83000,social-sciences
1627,2,Chapman University,57500,82900,social-sciences
1628,3,Portland State University,49000,82900,social-sciences
1629,4,Saint Edward's University,51400,82900,social-sciences
1630,5,The Evergreen State College,46500,82800,social-sciences
1631,6,Colorado State University Pueblo,45600,82800,social-sciences
1632,7,Salisbury University,48600,82800,social-sciences
1633,8,Bethel University (Minnesota),55100,82700,social-sciences
1634,9,Roosevelt University,45300,82700,social-sciences
1635,10,St. Thomas Aquinas College,45200,82600,social-sciences
1636,11,Mercy College,45300,82600,social-sciences
1637,12,Rutgers University-Camden,48600,82500,social-sciences
1638,13,SUNY College at Oswego,46300,82400,social-sciences
1639,14,Northern Arizona University,46100,82400,social-sciences
1640,15,Sam Houston State University,48500,82300,social-sciences
1641,16,Rowan University,46800,82300,social-sciences
1642,17,University of Central Arkansas,43800,82300,social-sciences
1643,18,Utah State University,52800,82200,social-sciences
1644,19,College of Our Lady of the Elms,43200,82200,social-sciences
1645,20,Bridgewater State University,47000,82200,social-sciences
1646,21,Appalachian State University,47300,82100,social-sciences
1647,22,New England College,41200,81800,social-sciences
1648,23,Jacksonville State University,41400,81800,social-sciences
1649,24,Baldwin Wallace University,45300,81800,social-sciences
1650,0,Western Connecticut State University,50800,81600,social-sciences
1651,1,Virginia Commonwealth University,48800,81600,social-sciences
1652,2,Washburn University,47100,81500,social-sciences
1653,3,University of Wisconsin-Eau Claire,48400,81500,social-sciences
