,index,school,early,mid,major
2123,23,Columbia College Chicago,48400,84300,art
2124,24,Central Connecticut State University,48700,84200,art
2125,0,Washington State University,50000,84100,art
2126,1,University of Vermont,52000,84100,art
2127,2,Plymouth State University,47700,84100,art
2128,3,Northwest Missouri State University,47500,84100,art
2129,4,University of Missouri-Columbia,47600,84100,art
2130,5,University of Utah,48700,84000,art
2131,6,The University of Tennessee-Chattanooga,44700,83900,art
2132,7,Virginia Commonwealth University,46800,83900,art
2133,8,Marymount University,54200,83600,art
2134,9,University of North Carolina School of the Arts,49200,83600,art
2135,10,Pacific Northwest College of Art,50400,83500,art
2136,11,University of Tulsa,46500,83400,art
2137,12,Minneapolis College of Art and Design,49900,83200,art
2138,13,Iowa State University,49700,83200,art
2139,14,Webster University,45900,83100,art
2140,15,Butler University,45200,83000,art
2141,16,College of Charleston,44500,82900,art
2142,17,Luther College,45900,82800,art
2143,18,Kean University,49200,82700,art
2144,19,Samford University,45400,82700,art
2145,20,University of Pittsburgh-Pittsburgh Campus,44900,82700,art
2146,21,Texas Christian University,48900,82700,art
2147,22,Purdue University-Main Campus,52500,82600,art
2148,23,University of Central Florida,45000,82400,art
2149,24,Millersville University of Pennsylvania,45400,82300,art
2150,0,Point Loma Nazarene University,48000,82300,art
2151,1,Keene State College,47400,82200,art
2152,2,Southern Illinois University-Carbondale,44800,82200,art
2153,3,Kansas City Art Institute,45700,82100,art
2154,4,Florida Atlantic University,44500,82100,art
2155,5,West Virginia University,46000,82000,art
2156,6,Missouri State University-Springfield,43700,82000,art
2157,7,University of Oregon,50900,81900,art
2158,8,Wittenberg University,48000,81900,art
2159,9,Georgia State University,48700,81900,art
2160,10,Meredith College,44700,81800,art
2161,11,Northeastern State University,42800,81700,art
2162,12,SUNY College at Geneseo,47900,81700,art
2163,13,Ringling College of Art and Design,52700,81700,art
2164,14,Winthrop University,47900,81400,art
2165,15,SUNY at Albany,49600,81400,art
2166,16,Ramapo College of New Jersey,49700,81400,art
2167,17,University of Minnesota-Duluth,45800,81400,art
2168,18,SUNY College at Oswego,46700,81300,art
2169,19,Northern Illinois University,48100,81200,art
2170,20,SUNY Oneonta,47500,81100,art
2171,21,Columbus College of Art and Design,47900,81000,art
2172,22,Indiana University-Purdue University-Indianapolis,46700,81000,art
2173,23,Utah Valley University,47800,80800,art
2174,24,Western Connecticut State University,48500,80700,art
2175,0,University of Connecticut,52000,80400,art
2176,1,University of Iowa,50200,80200,art
2177,2,Sacred Heart University,52700,80200,art
2178,3,University of Central Missouri,44200,80100,art
2179,4,University of Bridgeport,47000,80100,art
2180,5,Ohio University-Main Campus,48700,80000,art
2181,6,SUNY at Fredonia,43300,79900,art
2182,7,Texas A & M University-Commerce,47700,79800,art
2183,8,Pacific University,42200,79800,art
2184,9,Flagler College,43500,79800,art
2185,10,University of Wisconsin-Stout,48700,79600,art
2186,11,The University of Tennessee-Knoxville,44100,79600,art
2187,12,Ferris State University,48800,79600,art
2188,13,Fort Hays State University,43700,79500,art
2189,14,Moore College of Art and Design,43700,79400,art
2190,15,University of New Hampshire-Main Campus,49700,79400,art
2191,16,Central Washington University,50400,79300,art
2192,17,Kutztown University of Pennsylvania,45800,79100,art
2193,18,Colorado State University-Fort Collins,47700,79100,art
2194,19,Bowling Green State University-Main Campus,43700,79000,art
2195,20,University of Massachusetts-Boston,49500,79000,art
2196,21,California State University-Fresno,44200,78900,art
2197,22,University of North Carolina at Charlotte,46100,78800,art
2198,23,North Dakota State University-Main Campus,43400,78700,art
2199,24,University of Nebraska at Omaha,45600,78700,art
2200,0,Bradley University,46800,78700,art
2201,1,Mansfield University of Pennsylvania,46600,78600,art
2202,2,Bemidji State University,48100,78500,art
2203,3,University of Hawaii at Manoa,47500,78400,art
2204,4,Alfred University,42900,78400,art
2205,5,West Chester University of Pennsylvania,49200,78400,art
2206,6,University of Wisconsin-Green Bay,41100,78200,art
2207,7,Appalachian State University,46700,78100,art
2208,8,Montana State University,45100,78100,art
2209,9,Maryville University of Saint Louis,44200,78100,art
2210,10,Northern Arizona University,47500,78100,art
2211,11,The College of Saint Rose,49200,78000,art
2212,12,Western Michigan University,45600,78000,art
2213,13,Mississippi State University,44700,77900,art
2214,14,University of Georgia,49300,77900,art
2215,15,University of North Carolina at Greensboro,44600,77800,art
2216,16,CUNY City College,47400,77800,art
2217,17,Azusa Pacific University,50200,77800,art
2218,18,Wayne State University,44800,77700,art
2219,19,Northern Kentucky University,43000,77700,art
2220,20,Rollins College,46500,77700,art
2221,21,Portland State University,48100,77600,art
2222,22,The University of Alabama,45000,77600,art
2223,23,Utah State University,47900,77500,art
2224,24,SUNY College at Potsdam,44100,77500,art
2225,0,University of Mississippi,44700,77400,art
2226,1,Minnesota State University-Mankato,45100,77400,art
2227,2,University of Evansville,46300,77400,art
2228,3,Sam Houston State University,45600,77300,art
2229,4,University of Nevada-Las Vegas,46500,77300,art
2230,5,Eastern Michigan University,47500,77300,art
2231,6,Illinois State University,46700,77300,art
2232,7,University of Missouri-St Louis,46000,77100,art
2233,8,Bethel University (Minnesota),49100,77100,art
2234,9,University of Wisconsin-Milwaukee,45000,77000,art
2235,10,Mount Mary University,43800,76900,art
2236,11,Milwaukee Institute of Art & Design,48000,76900,art
2237,12,Stephen F Austin State University,45100,76900,art
2238,13,University of Missouri-Kansas City,47700,76900,art
2239,14,Endicott College,51300,76900,art
2240,15,University of Arizona,48200,76900,art
2241,16,University of Alabama at Birmingham,45300,76900,art
2242,17,Clark Atlanta University,44200,76800,art
2243,18,University of Wisconsin-Eau Claire,46200,76600,art
2244,19,Northern Michigan University,42300,76600,art
2245,20,William Paterson University of New Jersey,46600,76400,art
2246,21,Illinois Wesleyan University,48700,76400,art
2247,22,Metropolitan State University of Denver,49300,76400,art
2248,23,Florida State University,47100,76400,art
2249,24,Point Park University,43200,76300,art
2250,0,Cazenovia College,41400,76300,art
2251,1,Humboldt State University,46600,76300,art
2252,2,The University of Texas at El Paso,40000,76200,art
2253,3,University of Wisconsin-Platteville,44000,76100,art
2254,4,University of the Incarnate Word,48500,76000,art
2255,5,Southern Illinois University-Edwardsville,47000,76000,art
2256,6,New Jersey City University,49700,75900,art
2257,7,Oklahoma City University,45600,75800,art
2258,8,University of South Florida,43000,75800,art
2259,9,South Dakota State University,41900,75800,art
2260,10,Old Dominion University,43300,75700,art
2261,11,University of North Florida,45900,75500,art
2262,12,University of Memphis,41000,75400,art
2263,13,The University of Texas at Arlington,45000,75300,art
2264,14,Louisiana State University and Agricultural & Mechanical College,47700,75300,art
2265,15,University at Buffalo,44100,75200,art
2266,16,Oklahoma State University-Main Campus,43200,74900,art
2267,17,Arcadia University,43100,74800,art
2268,18,Kent State University at Kent,44000,74800,art
2269,19,Truman State University,44400,74800,art
2270,20,Middle Tennessee State University,45700,74700,art
2271,21,University of Toledo,42900,74700,art
2272,22,East Carolina University,43500,74700,art
2273,23,Fort Lewis College,46000,74700,art
2274,24,Radford University,46900,74700,art
2275,0,University of Northern Colorado,47600,74500,art
2276,1,La Roche University,44300,74400,art
2277,2,Concordia College at Moorhead,43600,74400,art
2278,3,Kansas State University,45900,74400,art
2279,4,Southern Connecticut State University,44300,74400,art
2280,5,Eastern Kentucky University,44400,74200,art
2281,6,Bob Jones University,42600,74100,art
2282,7,University of New Mexico-Main Campus,43000,73900,art
2283,8,Westfield State University,41700,73900,art
2284,9,Florida International University,42300,73900,art
2285,10,University of Oklahoma-Norman Campus,47200,73600,art
2286,11,Salisbury University,46400,73500,art
2287,12,Culinary Institute of America,43300,73500,art
2288,13,Wright State University-Main Campus,45300,73500,art
2289,14,Texas Woman's University,44600,73500,art
2290,15,University of Nevada-Reno,44300,73300,art
2291,16,Art Academy of Cincinnati,39300,73300,art
2292,17,Metropolitan State University,46100,73200,art
2293,18,University of Arkansas,44000,73200,art
2294,19,Lewis University,42700,73100,art
2295,20,Park University,41700,73000,art
2296,21,University of Kentucky,43200,73000,art
2297,22,Eastern Washington University,45200,72700,art
2298,23,Marshall University,41800,72600,art
2299,24,Stony Brook University,43400,72500,art
2300,0,Eastern Illinois University,44500,72400,art
2301,1,Johnson & Wales University-Providence,43100,72300,art
2302,2,University of Akron Main Campus,42700,72300,art
2303,3,Stockton University,42100,72300,art
2304,4,Central Michigan University,49200,72300,art
2305,5,Florida Agricultural and Mechanical University,41900,72300,art
2306,6,University of Southern Indiana,41400,72300,art
2307,7,Johnson & Wales University-Online,41000,72100,art
2308,8,Slippery Rock University of Pennsylvania,38000,72000,art
2309,9,University of Nebraska-Lincoln,45800,72000,art
2310,10,Austin Peay State University,36600,71900,art
2311,11,Western Illinois University,44600,71800,art
2312,12,University of South Carolina-Columbia,43700,71700,art
2313,13,Valdosta State University,41200,71700,art
2314,14,Georgia Southern University,44200,71700,art
2315,15,Boise State University,43800,71600,art
2316,16,Louisiana Tech University,44100,71600,art
2317,17,High Point University,44600,71600,art
2318,18,University of Southern Mississippi,40400,71400,art
2319,19,SUNY Buffalo State,40900,71200,art
2320,20,Grand Valley State University,45200,71200,art
2321,21,Salem State University,44600,71100,art
2322,22,Indiana State University,40100,71100,art
2323,23,Mercyhurst University,41700,70900,art
2324,24,Mississippi College,40300,70900,art
2325,0,University of New Orleans,43000,70700,art
2326,1,Minnesota State University Moorhead,42200,70600,art
2327,2,Southeast Missouri State University,41300,70500,art
2328,3,Morehead State University,40600,70400,art
2329,4,Lamar University,38500,70300,art
2330,5,Ball State University,43200,70300,art
2331,6,University of Louisville,43400,70000,art
2332,7,The University of Texas at San Antonio,42300,69900,art
2333,8,University of Wisconsin-Stevens Point,42700,69800,art
2334,9,Anderson University (Indiana),40100,69600,art
2335,10,University of Nebraska at Kearney,43500,69500,art
2336,11,Berea College,38500,69500,art
2337,12,University of Northern Iowa,43200,69500,art
2338,13,University of Central Oklahoma,41700,69000,art
2339,14,University of North Carolina at Asheville,42100,68500,art
2340,15,Maine College of Art,41500,68200,art
2341,16,University of Arkansas at Little Rock,38700,68100,art
2342,17,Oral Roberts University,41600,67900,art
2343,18,East Tennessee State University,38300,67700,art
2344,19,Western Carolina University,37900,67600,art
2345,20,Johnson & Wales University-Charlotte,38300,67500,art
2346,21,Indiana University of Pennsylvania-Main Campus,46100,67500,art
2347,22,Rhode Island College,40700,67400,art
2348,23,Youngstown State University,40900,67300,art
2349,24,University of North Alabama,37800,67200,art
2350,0,Massachusetts Institute of Technology,94800,163800,engineering
2351,1,Marietta College,100800,162100,engineering
2352,2,Columbia University in the City of New York,85100,162100,engineering
2353,3,University of Tulsa,87400,162000,engineering
2354,4,United States Naval Academy,90200,161300,engineering
2355,5,Harvard University,89500,160700,engineering
2356,6,University of California-San Diego,82100,160200,engineering
2357,7,Santa Clara University,88500,159900,engineering
2358,8,Stanford University,94000,159400,engineering
2359,9,United States Military Academy,91600,158300,engineering
2360,10,Duke University,91300,157600,engineering
2361,11,Harvey Mudd College,92100,156700,engineering
2362,12,Princeton University,88000,156400,engineering
2363,13,University of Pennsylvania,85000,155700,engineering
2364,14,University of California-Irvine,77500,154100,engineering
2365,15,California Institute of Technology,91300,153000,engineering
2366,16,Rice University,84200,152800,engineering
2367,17,Cooper Union for the Advancement of Science and Art,79300,152800,engineering
2368,18,University of California-Los Angeles,86300,152500,engineering
2369,19,Northwestern University,84400,151600,engineering
2370,20,Trinity College,79700,151600,engineering
2371,21,University of California-Berkeley,87700,150900,engineering
2372,22,Lamar University,82400,149700,engineering
2373,23,Colorado School of Mines,79600,149500,engineering
2374,24,University of California-Riverside,77000,148600,engineering
2375,0,University of California-Santa Barbara,82900,148400,engineering
2376,1,Johns Hopkins University,85300,148300,engineering
2377,2,Manhattan College,75800,148100,engineering
2378,3,Boston University,81400,148000,engineering
2379,4,United States Air Force Academy,82800,147700,engineering
2380,5,The University of Texas at Austin,83500,147300,engineering
2381,6,University of the Pacific,77800,147300,engineering
2382,7,Cornell University,83200,146900,engineering
2383,8,Stevens Institute of Technology,80100,146600,engineering
2384,9,New York University,79800,146400,engineering
2385,10,SUNY Maritime College,79800,146300,engineering
2386,11,Rose-Hulman Institute of Technology,80100,145500,engineering
2387,12,Vanderbilt University,82000,145200,engineering
2388,13,Seattle University,78700,144900,engineering
2389,14,Tufts University,78300,144900,engineering
2390,15,Tulane University of Louisiana,81600,144800,engineering
2391,16,Villanova University,82600,144600,engineering
2392,17,California State University Maritime Academy,82200,144500,engineering
2393,18,McNeese State University,86100,144400,engineering
2394,19,Rutgers University-New Brunswick,75900,144100,engineering
2395,20,University of California-Davis,80100,144000,engineering
2396,21,University of Virginia-Main Campus,78900,143800,engineering
2397,22,Webb Institute,85600,143800,engineering
2398,23,Georgia Institute of Technology-Main Campus,79800,143700,engineering
2399,24,San Jose State University,82800,143300,engineering
2400,0,Carnegie Mellon University,84300,143200,engineering
2401,1,United States Merchant Marine Academy,84600,143000,engineering
2402,2,University of California-Santa Cruz,84900,143000,engineering
2403,3,Trinity University,74700,142700,engineering
2404,4,University of Rochester,74700,142100,engineering
2405,5,Baylor University,81200,142000,engineering
2406,6,Lehigh University,78600,141500,engineering
2407,7,The University of Texas at Dallas,76100,141300,engineering
2408,8,Texas A & M University-College Station,78900,141000,engineering
2409,9,Seattle Pacific University,80100,140200,engineering
2410,10,University of Washington-Seattle Campus,80900,139800,engineering
2411,11,University of Illinois Urbana-Champaign,81200,139500,engineering
2412,12,University of Michigan-Ann Arbor,81700,139400,engineering
2413,13,University of Alaska Fairbanks,78500,139200,engineering
2414,14,California Polytechnic State University-San Luis Obispo,77900,139100,engineering
2415,15,Clarkson University,73600,138700,engineering
2416,16,Worcester Polytechnic Institute,78100,138700,engineering
2417,17,Rensselaer Polytechnic Institute,76200,138100,engineering
2418,18,California State University-Chico,76000,138100,engineering
2419,19,University of Louisiana at Lafayette,72600,137700,engineering
2420,20,Loyola Marymount University,73800,137500,engineering
2421,21,Northeastern University,78600,137000,engineering
2422,22,University of Connecticut,77500,136900,engineering
2423,23,Marquette University,74600,136400,engineering
2424,24,Montana Technological University,76800,136300,engineering
2425,0,Yale University,77600,136300,engineering
2426,1,Oral Roberts University,77200,136200,engineering
2427,2,California State University-Long Beach,71300,136200,engineering
2428,3,University of Notre Dame,77100,136000,engineering
2429,4,Universidad Ana G. Mendez-Cupey Campus,77200,135900,engineering
2430,5,Bucknell University,81400,135900,engineering
2431,6,Western Washington University,75800,135800,engineering
2432,7,California State University-Fresno,68600,135700,engineering
2433,8,George Washington University,76700,135600,engineering
2434,9,California State University-Sacramento,73000,135600,engineering
2435,10,University of Maryland-College Park,77600,135200,engineering
2436,11,California State University-Northridge,72500,135100,engineering
2437,12,University of Utah,73000,135000,engineering
2438,13,Louisiana State University and Agricultural & Mechanical College,75700,134900,engineering
2439,14,Southern Methodist University,77700,134800,engineering
2440,15,George Mason University,75300,134600,engineering
2441,16,California State Polytechnic University-Pomona,73000,134600,engineering
2442,17,Maine Maritime Academy,81200,134500,engineering
2443,18,Brown University,83600,134300,engineering
2444,19,University of Houston,75600,134200,engineering
2445,20,New Mexico Institute of Mining and Technology,74000,134200,engineering
2446,21,Grove City College,73400,134100,engineering
2447,22,Massachusetts Maritime Academy,85100,134100,engineering
2448,23,Louisiana Tech University,73500,133700,engineering
2449,24,University of Illinois Chicago,72300,133600,engineering
2450,0,University of Alabama in Huntsville,72600,133600,engineering
2451,1,California State University-Fullerton,70800,133500,engineering
2452,2,University of Maryland-Baltimore County,76100,133400,engineering
2453,3,Stony Brook University,76300,133400,engineering
2454,4,Oregon State University,73800,133300,engineering
2455,5,Texas Tech University,76400,132800,engineering
2456,6,Oklahoma Christian University,74800,132800,engineering
2457,7,Lafayette College,78800,132700,engineering
2458,8,University of Southern California,77900,132600,engineering
2459,9,Embry-Riddle Aeronautical University-Prescott,75700,132500,engineering
2460,10,Case Western Reserve University,77800,132400,engineering
2461,11,The University of Alabama,73600,132100,engineering
2462,12,University of Massachusetts-Amherst,72300,131900,engineering
2463,13,San Diego State University,76400,131900,engineering
2464,14,Florida State University,72600,131800,engineering
2465,15,University of Colorado Boulder,72100,131800,engineering
2466,16,West Virginia University,72600,131600,engineering
2467,17,University of Delaware,74700,131400,engineering
2468,18,University of Pittsburgh-Pittsburgh Campus,75900,131400,engineering
2469,19,University of Wyoming,71700,131200,engineering
2470,20,Brigham Young University,77900,131100,engineering
2471,21,University of New Hampshire-Main Campus,71100,131000,engineering
2472,22,Bradley University,74200,130700,engineering
2473,23,Washington University in St Louis,76800,130600,engineering
2474,24,University of New Orleans,71200,130300,engineering
2475,0,Texas A & M University-Kingsville,74600,130100,engineering
2476,1,University of Wisconsin-Madison,76400,130000,engineering
2477,2,Virginia Military Institute,74800,130000,engineering
2478,3,University of Florida,74500,129800,engineering
2479,4,University of Oklahoma-Norman Campus,75800,129600,engineering
2480,5,Fairleigh Dickinson University-Metropolitan Campus,76600,129600,engineering
2481,6,University of Puerto Rico-Mayaguez,78400,129500,engineering
2482,7,The College of New Jersey,72300,129400,engineering
2483,8,CUNY City College,71300,129300,engineering
2484,9,Wilkes University,67100,129200,engineering
2485,10,Purdue University-Main Campus,75900,129100,engineering
2486,11,University of Hartford,70600,129100,engineering
2487,12,Virginia Polytechnic Institute and State University,75400,129000,engineering
2488,13,Capitol Technology University,80100,128800,engineering
2489,14,Hofstra University,72300,128600,engineering
2490,15,Michigan State University,74600,128600,engineering
2491,16,University of Massachusetts-Lowell,73500,128500,engineering
2492,17,University of New Haven,70500,128500,engineering
2493,18,Auburn University,72200,128500,engineering
2494,19,Drexel University,72900,128300,engineering
2495,20,John Brown University,71000,128300,engineering
2496,21,Messiah University,69300,128100,engineering
2497,22,New Mexico State University-Main Campus,71800,128100,engineering
2498,23,Miami University-Oxford,67700,128000,engineering
2499,24,University of Arizona,74600,128000,engineering
2500,0,University of Minnesota-Twin Cities,74300,127900,engineering
2501,1,DePaul University,73700,127900,engineering
2502,2,University of Denver,76500,127800,engineering
2503,3,University of South Alabama,73600,127700,engineering
2504,4,Gonzaga University,72900,127600,engineering
2505,5,Florida Institute of Technology,71200,127600,engineering
2506,6,Clemson University,71600,127300,engineering
2507,7,University of Michigan-Dearborn,77000,127200,engineering
2508,8,Oklahoma State University-Main Campus,71800,127000,engineering
2509,9,Colorado State University-Fort Collins,71800,127000,engineering
2510,10,University of Iowa,74200,126900,engineering
2511,11,Northern Arizona University,71800,126900,engineering
2512,12,Indiana Institute of Technology,72600,126800,engineering
2513,13,New Jersey Institute of Technology,68900,126700,engineering
2514,14,Wichita State University,69800,126400,engineering
2515,15,Kettering University,76800,126300,engineering
2516,16,Illinois Institute of Technology,69900,126300,engineering
2517,17,North Carolina State University at Raleigh,73500,126100,engineering
2518,18,Syracuse University,68600,126100,engineering
2519,19,University of Nebraska-Lincoln,70900,125800,engineering
2520,20,Saint Cloud State University,75300,125800,engineering
2521,21,University of New Mexico-Main Campus,67000,125600,engineering
2522,22,University of Vermont,68500,125400,engineering
2523,23,University of Missouri-Columbia,70700,125400,engineering
2524,24,University of Minnesota-Duluth,71100,125300,engineering
2525,0,Oakland University,75100,125200,engineering
2526,1,Western New England University,71600,125200,engineering
2527,2,University of Colorado Colorado Springs,73000,125100,engineering
2528,3,University of Nevada-Reno,70900,125100,engineering
2529,4,Southwestern Oklahoma State University,64900,125100,engineering
2530,5,University of Massachusetts-Dartmouth,70800,125000,engineering
2531,6,Union College (New York),77400,125000,engineering
2532,7,Ohio State University-Main Campus,73500,124900,engineering
2533,8,University of Houston-Downtown,72900,124700,engineering
2534,9,Arizona State University Campus Immersion,72000,124700,engineering
2535,10,University of Portland,74300,124500,engineering
2536,11,Michigan Technological University,75100,124500,engineering
2537,12,University of Kansas,72600,124500,engineering
2538,13,Milwaukee School of Engineering,73200,124400,engineering
2539,14,South Dakota School of Mines and Technology,73900,124400,engineering
2540,15,Art Center College of Design,73600,124400,engineering
2541,16,Iowa State University,73500,124300,engineering
2542,17,University of South Carolina-Columbia,72500,124200,engineering
2543,18,University of Arkansas,68300,124100,engineering
2544,19,University of Mississippi,71100,123900,engineering
2545,20,The University of Texas at Arlington,72000,123800,engineering
2546,21,Portland State University,72300,123800,engineering
2547,22,University of Dayton,73000,123700,engineering
2548,23,Polytechnic University of Puerto Rico-Miami,67500,123600,engineering
2549,24,The University of Texas at El Paso,66900,123500,engineering
2550,0,Binghamton University,74600,123500,engineering
2551,1,University of Houston-Clear Lake,70300,123400,engineering
2552,2,Tuskegee University,74600,123400,engineering
2553,3,Montana State University,69400,123200,engineering
2554,4,Valparaiso University,73100,123000,engineering
2555,5,Widener University,71100,122900,engineering
2556,6,Missouri University of Science and Technology,74400,122900,engineering
2557,7,University of Rhode Island,71000,122600,engineering
2558,8,University of Central Florida,70400,122000,engineering
2559,9,Saint Louis University,71300,122000,engineering
2560,10,University of Maine,69900,121900,engineering
2561,11,Western Michigan University,70000,121900,engineering
2562,12,University of Colorado Denver/Anschutz Medical Campus,69500,121800,engineering
2563,13,Howard University,73900,121700,engineering
2564,14,West Virginia University Institute of Technology,67800,121600,engineering
2565,15,Southern Illinois University-Edwardsville,70200,121600,engineering
2566,16,The Catholic University of America,63500,121600,engineering
2567,17,Rochester Institute of Technology,75000,121500,engineering
2568,18,University of North Florida,67000,121500,engineering
2569,19,California State University-Los Angeles,67500,121500,engineering
2570,20,University of Cincinnati-Main Campus,69900,121400,engineering
2571,21,The University of Tennessee-Knoxville,69100,121300,engineering
2572,22,University of Alabama at Birmingham,67900,121100,engineering
2573,23,Florida International University,67900,121100,engineering
2574,24,Wayne State University,72300,121000,engineering
2575,0,Washington State University,72500,120800,engineering
2576,1,University of South Florida,66900,120700,engineering
2577,2,California College of the Arts,62800,120600,engineering
2578,3,LeTourneau University,71900,120400,engineering
2579,4,University of Maryland Global Campus,73600,120400,engineering
2580,5,Idaho State University,67400,120400,engineering
2581,6,Embry-Riddle Aeronautical University-Daytona Beach,74400,120400,engineering
2582,7,Humboldt State University,67200,120300,engineering
2583,8,Tennessee State University,71600,120200,engineering
2584,9,Cleveland State University,67800,119800,engineering
2585,10,Merrimack College,68600,119700,engineering
2586,11,University of Louisville,69000,119700,engineering
2587,12,Indiana University-Bloomington,70700,119600,engineering
2588,13,Rowan University,74000,119600,engineering
2589,14,Midwestern State University,71600,119500,engineering
2590,15,University of Hawaii at Manoa,69200,119500,engineering
2591,16,Mercer University,68600,119300,engineering
2592,17,University of Evansville,69700,119000,engineering
2593,18,Utah State University,68400,118900,engineering
2594,19,Eastern Michigan University,70000,118900,engineering
2595,20,Gannon University,73000,118700,engineering
2596,21,University at Buffalo,69700,118700,engineering
2597,22,Calvin University,68200,118700,engineering
2598,23,Walla Walla University,62900,118600,engineering
2599,24,University of Toledo,69200,118500,engineering
2600,0,Tennessee Technological University,68700,118400,engineering
2601,1,Citadel Military College of South Carolina,69000,118400,engineering
2602,2,New York Institute of Technology,62600,118400,engineering
2603,3,Metropolitan State University,65600,118400,engineering
2604,4,Trine University,68500,118400,engineering
2605,5,North Carolina A & T State University,69100,118400,engineering
2606,6,Texas A & M University-Commerce,65100,118200,engineering
2607,7,University of Nevada-Las Vegas,62500,118200,engineering
2608,8,Alfred University,66900,118100,engineering
2609,9,Western Illinois University,68100,118100,engineering
2610,10,University of Idaho,67100,117900,engineering
2611,11,Florida Atlantic University,64700,117600,engineering
2612,12,North Dakota State University-Main Campus,68900,117400,engineering
2613,13,Western Governors University,72700,117300,engineering
2614,14,Saginaw Valley State University,73000,117300,engineering
2615,15,Fairfield University,72900,117300,engineering
2616,16,University of Wisconsin-Platteville,71200,117200,engineering
2617,17,Pratt Institute-Main,60500,117100,engineering
2618,18,Lawrence Technological University,63100,116900,engineering
2619,19,Ohio University-Main Campus,68600,116800,engineering
2620,20,University of Missouri-Kansas City,71300,116800,engineering
2621,21,Northern Illinois University,70600,116800,engineering
2622,22,Wentworth Institute of Technology,68700,116700,engineering
2623,23,University of Miami,65200,116600,engineering
2624,24,Colorado State University Pueblo,67600,116100,engineering
2625,0,The University of Tennessee-Chattanooga,67500,116000,engineering
2626,1,Christian Brothers University,65000,116000,engineering
2627,2,Murray State University,63800,116000,engineering
2628,3,University of Northern Iowa,69500,116000,engineering
2629,4,San Francisco State University,75600,115800,engineering
2630,5,University of Southern Maine,63300,115700,engineering
2631,6,University of North Dakota,70500,115600,engineering
2632,7,Mississippi State University,69200,115200,engineering
2633,8,Central Connecticut State University,67400,115200,engineering
2634,9,Kansas State University,71100,115200,engineering
2635,10,The University of Texas at San Antonio,65000,115100,engineering
2636,11,University of North Texas,70000,115100,engineering
2637,12,Eastern Illinois University,63400,115000,engineering
2638,13,Geneva College,67000,114900,engineering
2639,14,Wright State University-Main Campus,67000,114900,engineering
2640,15,University of Nebraska at Omaha,65000,114900,engineering
2641,16,Eastern Washington University,67900,114800,engineering
2642,17,University of Central Oklahoma,64000,114700,engineering
2643,18,Berklee College of Music,61900,114600,engineering
2644,19,Kennesaw State University,66300,114300,engineering
2645,20,University of Southern Indiana,64900,114300,engineering
2646,21,Oregon Institute of Technology,72900,114200,engineering
2647,22,Southern University and A & M College,66800,113900,engineering
2648,23,Middle Tennessee State University,62800,113800,engineering
2649,24,Virginia State University,69300,113800,engineering
2650,0,Texas State University,70000,113500,engineering
2651,1,University of Detroit Mercy,65300,113400,engineering
2652,2,Boise State University,66500,113400,engineering
2653,3,The University of West Florida,64100,113400,engineering
2654,4,Minnesota State University-Mankato,68900,113300,engineering
2655,5,Georgia State University,63100,113300,engineering
2656,6,Arkansas State University,69000,113300,engineering
2657,7,University of North Carolina at Charlotte,66800,113100,engineering
2658,8,Excelsior College,72600,113100,engineering
2659,9,Farmingdale State College,61700,113100,engineering
2660,10,Universidad Politecnica de Puerto Rico,63800,112900,engineering
2661,11,Old Dominion University,67700,112900,engineering
2662,12,Prairie View A & M University,74200,112800,engineering
2663,13,Temple University,65900,112600,engineering
2664,14,Thomas Edison State University,72800,112600,engineering
2665,15,South Carolina State University,65000,112500,engineering
2666,16,Norwich University,64700,112400,engineering
2667,17,Youngstown State University,66600,112400,engineering
2668,18,Lake Superior State University,70800,112300,engineering
2669,19,Southern California Institute of Architecture,56200,112300,engineering
2670,20,Metropolitan State University of Denver,65800,111900,engineering
2671,21,Ohio Northern University,69800,111800,engineering
2672,22,University of Akron Main Campus,68000,111400,engineering
2673,23,The University of Texas at Tyler,68400,111300,engineering
2674,24,University of Missouri-St Louis,67900,111200,engineering
2675,0,Southeastern Louisiana University,58800,111200,engineering
2676,1,Central Michigan University,72100,111000,engineering
2677,2,California University of Pennsylvania,67800,111000,engineering
2678,3,Siena Heights University,61900,110900,engineering
2679,4,Illinois State University,65700,110800,engineering
2680,5,University of Pittsburgh-Johnstown,62500,110700,engineering
2681,6,Southern Illinois University-Carbondale,64300,110500,engineering
2682,7,Weber State University,68300,110200,engineering
2683,8,The University of Tennessee-Martin,65500,110000,engineering
2684,9,University of Kentucky,67400,109800,engineering
2685,10,Savannah State University,62100,109800,engineering
2686,11,University of Wisconsin-Milwaukee,65200,109700,engineering
2687,12,Indiana University-Purdue University-Indianapolis,67100,109400,engineering
2688,13,Missouri State University-Springfield,64100,109100,engineering
2689,14,Purdue University Fort Wayne,64700,109100,engineering
2690,15,West Texas A & M University,67900,109000,engineering
2691,16,Vaughn College of Aeronautics and Technology,58900,108700,engineering
2692,17,National University,64700,108600,engineering
2693,18,Vermont Technical College,60400,108400,engineering
2694,19,University of Memphis,67400,108200,engineering
2695,20,Andrews University,57600,108100,engineering
2696,21,Central Washington University,63700,107800,engineering
2697,22,Grand Valley State University,69600,107100,engineering
2698,23,Bluefield State College,64400,107000,engineering
2699,24,New England Institute of Technology,59000,106700,engineering
2700,0,Pittsburg State University,63100,106700,engineering
2701,1,University of Wisconsin-Stout,66800,106600,engineering
